,moves
2927,"why in chess game, player took the following move - d4 Nf6 e3 g6 f4 Bg7 Nf3 d5 c4 O-O Nc3 c6 Bd3 e6 Qc2 Na6 a3 c5 cxd5 exd5 O-O c4 Be2 Bf5 Qd1 Nc7 Ne5 Ne4 Nxe4 Bxe4 Bf3 Bxf3 Rxf3 f6 Ng4 h5 Nf2 f5 Rg3 Kh7 Nh3 h4 Ng5+ Kh6 Rh3 Bf6 Rxh4+ Kg7 Rh7+ Kg8 Rh6 Bxg5 Rxg6+ Kf7 Rxg5 Ke6 Qh5 Rf6 Bd2 Qh8 Rf1 Qxh5 Rxh5 Rg8 Rf3 Rfg6 g3 Ne8 Rh7 Nd6 Bb4 Ne4 Rxb7 c3 Bxc3 Nxc3 bxc3 Ra8 Rf1 Rgg8 Rfb1 Rgd8 Rh7 Rdc8 Rbb7 Rxc3 Rh6#"
2928,"why in chess game, player took the following move - e4"
2929,"why in chess game, player took the following move - e4 e6"
2930,"why in chess game, player took the following move - e4 e6 d4"
2931,"why in chess game, player took the following move - e4 e6 d4 d5"
2932,"why in chess game, player took the following move - e4 e6 d4 d5 e5"
2933,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5"
2934,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5"
2935,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5"
2936,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3"
2937,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6"
2938,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3"
2939,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7"
2940,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4"
2941,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6"
2942,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3"
2943,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6"
2944,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4"
2945,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7"
2946,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5"
2947,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5"
2948,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4"
2949,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+"
2950,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3"
2951,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+"
2952,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2"
2953,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+"
2954,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2"
2955,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7"
2956,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1"
2957,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6"
2958,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5"
2959,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6"
2960,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4"
2961,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6"
2962,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4"
2963,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5"
2964,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5"
2965,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4"
2966,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5"
2967,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+"
2968,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1"
2969,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5"
2970,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+"
2971,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8"
2972,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5"
2973,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4"
2974,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3"
2975,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3 Qf6"
2976,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3 Qf6 Nxd7"
2977,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3 Qf6 Nxd7 Kxd7"
2978,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3 Qf6 Nxd7 Kxd7 Red1"
2979,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3 Qf6 Nxd7 Kxd7 Red1 d3"
2980,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3 Qf6 Nxd7 Kxd7 Red1 d3 Rxd3"
2981,"why in chess game, player took the following move - e4 e6 d4 d5 e5 c5 dxc5 Bxc5 Nf3 Nc6 c3 Qc7 b4 Bb6 Na3 a6 Qa4 Bd7 b5 Nxe5 Bf4 Nd3+ Bxd3 Qxc3+ Ke2 Qb2+ Bc2 Ne7 Rhb1 Qf6 Be5 Qh6 Qg4 Ng6 Bd4 e5 Qg5 exd4 Qxd5 Nf4+ Kf1 Nxd5 Re1+ Kd8 Ne5 Qf4 g3 Qf6 Nxd7 Kxd7 Red1 d3 Rxd3 Qxf2#"
2982,"why in chess game, player took the following move - d4"
2983,"why in chess game, player took the following move - d4 d5"
2984,"why in chess game, player took the following move - d4 d5 Bf4"
2985,"why in chess game, player took the following move - d4 d5 Bf4 Nc6"
2986,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3"
2987,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6"
2988,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3"
2989,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4"
2990,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3"
2991,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5"
2992,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4"
2993,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6"
2994,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2"
2995,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4"
2996,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3"
2997,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+"
2998,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2"
2999,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3"
3000,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3"
3001,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O"
3002,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4"
3003,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5"
3004,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5"
3005,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4"
3006,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6"
3007,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6"
3008,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7"
3009,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8"
3010,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1"
3011,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6"
3012,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5"
3013,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8"
3014,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6"
3015,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5"
3016,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2"
3017,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4"
3018,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4"
3019,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5"
3020,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3"
3021,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3 Re7"
3022,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3 Re7 h4"
3023,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3 Re7 h4 Ne5"
3024,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3 Re7 h4 Ne5 h5"
3025,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3 Re7 h4 Ne5 h5 Nxd3"
3026,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3 Re7 h4 Ne5 h5 Nxd3 Kxd3"
3027,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3 Re7 h4 Ne5 h5 Nxd3 Kxd3 Rexb7"
3028,"why in chess game, player took the following move - d4 d5 Bf4 Nc6 e3 Nf6 Nf3 Bg4 h3 Bh5 c4 e6 Nbd2 Bb4 a3 Bxd2+ Qxd2 Bxf3 gxf3 O-O b4 Nh5 b5 Nxf4 bxc6 Ng6 cxb7 Rb8 Rb1 c6 c5 Re8 Ba6 e5 Ke2 exd4 Qxd4 Qa5 Bd3 Re7 h4 Ne5 h5 Nxd3 Kxd3 Rexb7 Rxb7"
