,Unnamed: 0,moves,explanation
5181,5181,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7 Qxd5+",
5182,5182,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7 Qxd5+ Kc7",
5183,5183,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7 Qxd5+ Kc7 Qxb5",
5184,5184,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7 Qxd5+ Kc7 Qxb5 Qd8",
5185,5185,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7 Qxd5+ Kc7 Qxb5 Qd8 Qxa5+",
5186,5186,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7 Qxd5+ Kc7 Qxb5 Qd8 Qxa5+ Kd7",
5187,5187,"why in chess game, player took the following move - d4 d5 c4 e6 Nf3 Nf6 Bg5 Be7 e3 c6 Bd3 dxc4 Bxc4 h6 Bh4 O-O O-O Nbd7 Nc3 b5 Bb3 a6 a3 Qc7 Qe2 c5 Rac1 c4 Bc2 Nb6 Ne4 Nxe4 Bxe7 Qxe7 Bxe4 Bb7 Bxb7 Qxb7 Rfd1 Rad8 Ne5 Nd7 Qh5 Nxe5 Qxe5 Rd5 Qe4 Rfd8 h4 Qb6 g3 a5 Kg2 Qa6 Qc2 Qc6 f3 Rf5 e4 Rf6 Qc3 g5 hxg5 Rg6 gxh6 Rxh6 Rh1 Rg6 d5 Rxg3+ Kxg3 Qd6+ f4 Kf8 Rh8+ Ke7 Rxd8 Qxd8 Rh1 Qg8+ Kf3 exd5 Qe5+ Kd7 Qxd5+ Kc7 Qxb5 Qd8 Qxa5+ Kd7 Rd1+",
5188,5188,"why in chess game, player took the following move - d4",
5189,5189,"why in chess game, player took the following move - d4 d5",
5190,5190,"why in chess game, player took the following move - d4 d5 c4",
5191,5191,"why in chess game, player took the following move - d4 d5 c4 dxc4",
5192,5192,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3",
5193,5193,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6",
5194,5194,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4",
5195,5195,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5",
5196,5196,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3",
5197,5197,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6",
5198,5198,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O",
5199,5199,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6",
5200,5200,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3",
5201,5201,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6",
5202,5202,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2",
5203,5203,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7",
5204,5204,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1",
5205,5205,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O",
5206,5206,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1",
5207,5207,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5",
5208,5208,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4",
5209,5209,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3",
5210,5210,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3",
5211,5211,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4",
5212,5212,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3",
5213,5213,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5",
5214,5214,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3",
5215,5215,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4",
5216,5216,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2",
5217,5217,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5",
5218,5218,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5",
5219,5219,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5",
5220,5220,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5",
5221,5221,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3",
5222,5222,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3",
5223,5223,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5",
5224,5224,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4",
5225,5225,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5",
5226,5226,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2",
5227,5227,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5",
5228,5228,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2",
5229,5229,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4",
5230,5230,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4",
5231,5231,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6",
5232,5232,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+",
5233,5233,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8",
5234,5234,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3",
5235,5235,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5",
5236,5236,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6",
5237,5237,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6",
5238,5238,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6",
5239,5239,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6",
5240,5240,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1",
5241,5241,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3",
5242,5242,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3",
5243,5243,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6",
5244,5244,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6",
5245,5245,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6 Qxe6",
5246,5246,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6 Qxe6 Rxe6",
5247,5247,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6 Qxe6 Rxe6 Rd8",
5248,5248,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6 Qxe6 Rxe6 Rd8 Bg5",
5249,5249,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6 Qxe6 Rxe6 Rd8 Bg5 Rf8",
5250,5250,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6 Qxe6 Rxe6 Rd8 Bg5 Rf8 Rxd6",
5251,5251,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6 Qxe6 Rxe6 Rd8 Bg5 Rf8 Rxd6 h6",
5252,5252,"why in chess game, player took the following move - d4 d5 c4 dxc4 e3 Nf6 Bxc4 Bf5 Nf3 e6 O-O Bd6 Nc3 c6 Bd2 Nbd7 Rc1 O-O Re1 Nd5 e4 Nxc3 Bxc3 Bg4 Qd3 b5 Bb3 b4 Bd2 c5 d5 exd5 exd5 Bxf3 Qxf3 Ne5 Qe4 a5 Bc2 f5 Qe2 f4 Qe4 Ng6 Qe6+ Kh8 Qh3 Qg5 Bxg6 Qxg6 Re6 Rf6 Rce1 f3 g3 Rxe6 Qxe6 Qxe6 Rxe6 Rd8 Bg5 Rf8 Rxd6 h6 Be3",
